open,high,low,close,volume,symbol,date,ta
75.0,78.26,73.91,78.26,1242364,ALE,2020-12-08,0
78.2,78.35,75.5,75.57,1295897,ALE,2020-12-09,0
76.04,78.96,75.86,78.7,1165328,ALE,2020-12-10,0
78.65,79.8,77.3,79.8,1352568,ALE,2020-12-11,0
80.0,84.7,79.31,83.65,1868710,ALE,2020-12-14,0
83.65,86.4,83.01,84.92,1833526,ALE,2020-12-15,0
85.5,88.59,84.2,85.0,1336367,ALE,2020-12-16,0
86.0,87.78,85.53,85.95,1289064,ALE,2020-12-17,0
87.0,88.0,84.49,86.1,8813180,ALE,2020-12-18,0
86.5,86.99,79.05,81.05,1457366,ALE,2020-12-21,0
81.1,85.65,81.1,83.04,915077,ALE,2020-12-22,0
83.67,85.88,83.21,85.69,583655,ALE,2020-12-23,0
85.99,86.76,84.49,86.55,590450,ALE,2020-12-28,0
87.1,87.35,85.02,85.96,511731,ALE,2020-12-29,0
85.32,85.9,84.56,84.7,775111,ALE,2020-12-30,0
84.0,85.84,83.4,84.4,1189833,ALE,2021-01-04,0
84.0,87.29,83.8,85.99,1270249,ALE,2021-01-05,0
86.85,87.5,82.8,82.93,1411442,ALE,2021-01-07,0
83.16,83.89,78.35,80.59,1599933,ALE,2021-01-08,0
81.75,82.84,79.1,80.5,895247,ALE,2021-01-11,0
81.3,82.3,79.34,80.0,662230,ALE,2021-01-12,0
80.4,80.65,77.5,78.4,1008032,ALE,2021-01-13,0
78.0,78.99,77.8,78.48,769410,ALE,2021-01-14,0
79.0,79.5,75.15,76.75,1172286,ALE,2021-01-15,0
76.9,77.89,75.65,77.79,432646,ALE,2021-01-18,0
77.84,77.97,74.4,75.0,1327618,ALE,2021-01-19,0
75.0,75.29,72.1,73.65,1263333,ALE,2021-01-20,0
73.71,75.55,72.78,73.13,1142721,ALE,2021-01-21,0
73.85,73.85,72.33,72.7,1903288,ALE,2021-01-22,0
72.3,73.32,70.4,70.65,1300410,ALE,2021-01-25,0
70.7,75.86,70.0,74.98,3897708,ALE,2021-01-26,0
75.99,77.48,69.04,70.54,5390632,ALE,2021-01-27,0
70.54,71.94,67.35,71.63,2037106,ALE,2021-01-28,0
71.63,74.0,70.46,73.5,2239290,ALE,2021-01-29,0
73.8,73.95,69.75,72.0,1972848,ALE,2021-02-01,0
72.36,72.66,71.66,72.03,850283,ALE,2021-02-02,0
72.09,72.45,70.44,71.11,1681277,ALE,2021-02-03,0
71.0,71.48,69.25,69.7,654911,ALE,2021-02-04,0
69.75,71.11,69.58,70.31,586445,ALE,2021-02-05,0
70.24,70.57,68.15,68.2,474649,ALE,2021-02-08,0
69.0,69.2,67.76,68.35,652221,ALE,2021-02-09,0
68.5,68.88,65.05,65.05,1887257,ALE,2021-02-10,0
65.5,69.78,65.15,68.5,3060064,ALE,2021-02-11,0
69.1,71.56,68.85,69.0,1831647,ALE,2021-02-12,0
69.7,70.31,68.36,68.9,2112956,ALE,2021-02-15,0
70.0,71.07,69.5,69.5,1391523,ALE,2021-02-16,0
70.26,70.3,68.9,69.05,2515956,ALE,2021-02-17,0
69.1,69.47,68.43,68.63,1021619,ALE,2021-02-18,0
69.03,69.7,67.5,67.5,3765024,ALE,2021-02-19,0
67.0,68.09,66.81,67.0,1363824,ALE,2021-02-22,0
67.3,67.3,64.24,64.65,1592226,ALE,2021-02-23,0
65.0,66.7,64.5,65.0,1286295,ALE,2021-02-24,0
65.01,65.65,64.38,64.45,1034701,ALE,2021-02-25,0
64.1,64.43,61.5,64.32,1624343,ALE,2021-02-26,0
65.0,65.35,62.5,63.07,1347372,ALE,2021-03-01,0
63.95,67.46,63.19,66.76,3120360,ALE,2021-03-02,0
67.5,68.2,65.02,66.46,2887525,ALE,2021-03-03,0
67.0,67.38,63.69,64.74,3554548,ALE,2021-03-04,0
63.72,64.35,63.46,64.0,2512451,ALE,2021-03-05,0
64.1,65.0,63.03,63.54,1529124,ALE,2021-03-08,0
63.2,65.3,63.03,64.5,1587533,ALE,2021-03-09,0
64.9,66.15,64.31,65.0,887581,ALE,2021-03-10,0
65.5,66.2,64.65,64.77,883473,ALE,2021-03-11,0
65.5,65.5,64.25,64.67,1065413,ALE,2021-03-12,0
