index,open,high,low,close,volume,symbol,date,ta
116,43.1904,43.2729,40.8539,41.2159,1878852.87328,PKN,2020-03-24,0
118,43.1253,43.1578,40.8705,42.121,1631901.1203686,PKN,2020-03-25,0
120,41.7097,43.5199,41.2159,43.5199,1846458.7993597,PKN,2020-03-26,0
122,43.5199,43.8652,42.3019,42.729,2063086.5581141,PKN,2020-03-27,0
124,43.0752,43.8819,41.7256,43.1746,1780143.4129033,PKN,2020-03-30,0
126,43.6016,45.823,43.0752,45.823,3421757.6343051,PKN,2020-03-31,0
128,44.4249,46.0198,43.6016,45.7246,2372771.1735156,PKN,2020-04-01,0
130,47.7808,51.5486,47.221,49.525,5057871.7482326,PKN,2020-04-02,0
132,50.1832,52.5196,49.0153,50.068,9126328.445949,PKN,2020-04-03,0
134,52.0258,52.6515,50.6102,52.4863,2898324.4804906,PKN,2020-04-06,0
136,53.3096,55.8755,53.3096,53.3913,3252273.979054,PKN,2020-04-07,0
138,53.6382,54.6426,51.9933,53.3096,2636333.6379303,PKN,2020-04-08,0
140,54.2137,54.7735,51.9933,53.3588,2443815.0819161,PKN,2020-04-09,0
142,54.2963,54.3623,52.684,53.5231,3046916.1487743,PKN,2020-04-14,0
144,53.9678,53.9678,50.9397,51.0065,2221900.0276257,PKN,2020-04-15,0
146,49.6401,50.4626,48.7025,49.3606,3938195.3069185,PKN,2020-04-16,0
148,50.5943,50.8245,49.4925,50.3809,2660601.0270845,PKN,2020-04-17,0
150,51.0065,51.3518,49.5575,50.923,2091139.0408872,PKN,2020-04-20,0
152,50.3484,50.3484,47.8791,48.5373,1519950.6605167,PKN,2020-04-21,0
154,48.5373,50.43,47.3194,50.068,1909140.4504208,PKN,2020-04-22,0
156,50.5943,50.8413,49.7552,50.561,1785365.8406293,PKN,2020-04-23,0
158,50.2648,50.5943,49.9863,50.0513,1102453.4687263,PKN,2020-04-24,0
160,50.5777,50.5777,48.1269,48.8994,1347603.7173688,PKN,2020-04-27,0
162,49.0478,50.43,47.9126,49.7886,1382933.9132182,PKN,2020-04-28,0
164,50.1998,50.9898,49.2122,50.5285,2064077.7837732,PKN,2020-04-29,0
166,50.9898,52.1576,50.7587,51.3026,3028243.3237301,PKN,2020-04-30,0
168,50.2983,50.4134,48.8994,48.9652,1643169.9108115,PKN,2020-05-04,0
170,49.1954,50.3149,49.1954,49.7719,1615782.0385837,PKN,2020-05-05,0
172,49.3606,49.3606,47.3194,48.1594,4220383.9370755,PKN,2020-05-06,0
174,48.3071,50.3809,47.5506,50.068,1782699.4322262,PKN,2020-05-07,0
176,50.496,51.9933,50.2323,51.6805,1612996.1368463,PKN,2020-05-08,0
178,51.6805,52.4213,51.0882,51.763,1093246.7918243,PKN,2020-05-11,0
180,51.8281,53.4739,51.5979,53.0951,1718150.2710543,PKN,2020-05-12,0
182,52.8158,52.9309,51.17,51.6146,1384115.1901804,PKN,2020-05-13,0
184,51.3677,51.6146,49.2614,50.496,1757155.1714423,PKN,2020-05-14,0
186,51.2851,51.7463,49.6735,49.9028,1170502.0775463,PKN,2020-05-15,0
188,50.6769,53.1444,50.5943,53.0301,1728852.321683,PKN,2020-05-18,0
190,53.6875,53.9678,52.2894,52.4863,1652176.2941246,PKN,2020-05-19,0
192,52.1576,53.3913,51.8615,53.1119,1670813.8401844,PKN,2020-05-20,0
194,52.8483,53.0301,52.0592,52.3878,993613.24966218,PKN,2020-05-21,0
196,52.1576,52.2727,51.4169,51.4169,749924.23379379,PKN,2020-05-22,0
198,52.0592,52.4704,51.7297,51.8773,241873.85521837,PKN,2020-05-25,0
200,52.8158,54.6918,52.5689,54.1812,1528690.7443989,PKN,2020-05-26,0
202,54.5433,57.175,54.2963,54.741,2229283.5776554,PKN,2020-05-27,0
204,54.741,56.5011,54.0495,55.4976,1509687.8901456,PKN,2020-05-28,0
206,55.1189,55.2673,53.6875,54.922,2939437.0156898,PKN,2020-05-29,0
208,55.777,55.9422,54.7076,55.6952,742009.2229343,PKN,2020-06-01,0
210,55.7278,55.9422,54.5433,55.777,1972059.9501188,PKN,2020-06-02,0
212,55.9422,57.2093,55.7937,56.5669,1872506.0701796,PKN,2020-06-03,0
214,56.5669,56.8464,55.8095,56.6329,1453981.235714,PKN,2020-06-04,0
216,56.7155,60.3841,56.6663,59.7918,2987073.8869432,PKN,2020-06-05,0
218,60.0546,60.4667,58.4755,58.9035,1981861.8176289,PKN,2020-06-08,0
220,58.8209,59.0511,56.8297,57.1926,1801545.2380972,PKN,2020-06-09,0
222,57.3402,57.9983,56.8297,57.4878,1864465.875827,PKN,2020-06-10,0
224,55.1189,55.8262,53.0626,54.5934,2275784.6932168,PKN,2020-06-12,0
226,53.8359,53.8359,51.5811,51.6146,1995661.5906961,PKN,2020-06-15,0
228,52.7498,55.3332,52.7498,54.7076,1819641.0810414,PKN,2020-06-16,0
230,55.1189,55.2841,53.4897,54.3789,1964545.5264373,PKN,2020-06-17,0
232,54.3789,55.0038,53.3096,54.2137,1930435.3006297,PKN,2020-06-18,0
234,54.6751,55.0371,53.8517,54.494,7498186.2444688,PKN,2020-06-19,0
236,54.5433,54.5433,53.4739,53.5723,956809.30268936,PKN,2020-06-22,0
238,54.1321,55.415,54.1154,54.6092,1168777.9594367,PKN,2020-06-23,0
240,54.6259,54.6426,52.7173,52.7173,1238801.0533526,PKN,2020-06-24,0
242,52.6515,53.7701,51.6312,53.1611,1409298.6948978,PKN,2020-06-25,0
244,53.4739,53.9844,52.3061,52.4213,917595.0044584,PKN,2020-06-26,0
246,52.4213,53.1444,51.2033,52.3228,1256274.3929265,PKN,2020-06-29,0
248,52.4863,52.7173,51.1374,51.5153,1419538.7046338,PKN,2020-06-30,0
250,51.8281,52.0917,50.8413,52.0592,1051438.9192226,PKN,2020-07-01,0
252,52.3386,53.3096,52.1901,52.256,1546507.769563,PKN,2020-07-02,0
254,52.5689,52.5846,51.4502,52.1901,538344.78390678,PKN,2020-07-03,0
256,53.227,53.3755,51.8281,52.6515,1469567.7186373,PKN,2020-07-06,0
258,52.6515,52.6515,51.9107,52.0917,942745.50625491,PKN,2020-07-07,0
260,51.9607,52.01,50.3641,50.8079,2215913.9805918,PKN,2020-07-08,0
262,51.0065,51.1541,50.068,50.3484,1410575.5665275,PKN,2020-07-09,0
264,50.1832,50.5452,49.3606,50.5285,1037359.1903435,PKN,2020-07-10,0
266,51.365,51.9336,51.0135,51.3316,789635.85190191,PKN,2020-07-13,0
268,51.8334,53.589,48.923,48.923,3793278.3431734,PKN,2020-07-14,0
270,49.7262,49.7262,47.9697,48.1033,4211774.7268451,PKN,2020-07-15,0
272,48.0031,49.8765,47.4512,49.6585,1969052.1321891,PKN,2020-07-16,0
274,49.9766,50.1603,48.7052,49.5918,900786.27542968,PKN,2020-07-17,0
276,49.5417,50.0435,48.6216,49.4916,1067575.0714838,PKN,2020-07-20,0
278,49.7763,50.7631,49.2745,49.9599,1177731.993289,PKN,2020-07-21,0
280,50.01,50.177,49.1568,49.1568,763663.69117792,PKN,2020-07-22,0
282,49.5918,49.6752,48.17,48.1867,923979.36260674,PKN,2020-07-23,0
284,48.0031,48.3546,47.3678,48.3546,957792.56212611,PKN,2020-07-24,0
286,48.3546,48.4046,47.3678,47.6182,821680.55007323,PKN,2020-07-27,0
288,48.0364,49.308,47.6682,47.9363,977356.46603489,PKN,2020-07-28,0
290,47.9363,47.9697,46.6648,47.0163,869649.72659925,PKN,2020-07-29,0
292,46.9161,46.9495,44.2229,44.323,1171935.9975583,PKN,2020-07-30,0
294,44.4909,45.5778,43.7211,44.5576,1285735.7590128,PKN,2020-07-31,0
296,44.7747,45.0093,43.8546,44.3397,846702.45428138,PKN,2020-08-03,0
298,44.7412,44.9091,44.0726,44.6412,1301309.7235868,PKN,2020-08-04,0
300,45.1595,46.4812,44.6578,45.2264,1269447.1104964,PKN,2020-08-05,0
302,45.2264,45.5945,43.0858,43.7879,1481530.7084511,PKN,2020-08-06,0
304,43.8714,44.9426,43.8546,44.8581,937917.97554809,PKN,2020-08-07,0
306,45.1595,45.243,44.0893,44.4909,678187.26405419,PKN,2020-08-10,0
308,44.7913,45.8116,44.3397,45.5778,1325837.7220131,PKN,2020-08-11,0
310,45.7447,46.9828,45.4108,46.381,1445423.2369126,PKN,2020-08-12,0
312,46.5145,48.2711,46.3309,46.5813,1554209.9684842,PKN,2020-08-13,0
314,46.7149,47.083,45.7948,46.4812,752779.55546833,PKN,2020-08-14,0
316,46.4144,47.3177,46.0796,47.3177,1086129.5412254,PKN,2020-08-17,0
318,47.3343,47.3343,44.8248,44.8414,1644189.5872645,PKN,2020-08-18,0
320,44.9926,44.9926,43.9724,43.9724,1256582.7995322,PKN,2020-08-19,0
322,43.9724,45.8116,43.7378,44.8925,957622.99539454,PKN,2020-08-20,0
324,45.2931,45.3775,44.156,44.3397,751987.48536651,PKN,2020-08-21,0
326,44.6912,44.9926,44.0058,44.4742,868666.4671625,PKN,2020-08-24,0
328,44.9091,46.1463,44.7747,44.9091,1504423.3552447,PKN,2020-08-25,0
330,44.8248,45.9627,44.6077,45.3941,1277692.150565,PKN,2020-08-26,0
332,45.5945,45.6446,44.5075,45.0761,667382.79056749,PKN,2020-08-27,0
334,44.8414,45.0594,43.671,43.838,1418884.3363744,PKN,2020-08-28,0
336,44.0726,44.6578,42.3495,42.3495,2392765.253428,PKN,2020-08-31,0
338,42.534,43.0357,41.396,42.0823,1294525.9162923,PKN,2020-09-01,0
340,42.4505,42.751,41.7053,42.0656,1106658.4960629,PKN,2020-09-02,0
342,42.2826,42.8178,41.9821,42.2326,853872.05434102,PKN,2020-09-03,0
344,41.9144,42.8345,41.8143,42.0489,678816.59561498,PKN,2020-09-04,0
346,42.6509,42.6509,41.8143,42.1825,385302.27342735,PKN,2020-09-07,0
348,42.3661,42.5006,40.0253,40.2256,1462374.2199108,PKN,2020-09-08,0
350,40.3925,41.6641,40.3012,41.346,2316093.7779965,PKN,2020-09-09,0
352,41.6474,41.8811,40.3925,41.1623,841673.49195383,PKN,2020-09-10,0
354,41.3627,41.4048,40.6606,41.4048,779631.41473932,PKN,2020-09-11,0
356,41.9821,42.0489,40.8108,40.903,585857.60969884,PKN,2020-09-14,0
358,40.9777,41.3213,40.3178,40.6438,917555.17334695,PKN,2020-09-15,0
360,40.7528,40.7528,39.7485,39.8908,914996.87796059,PKN,2020-09-16,0
362,41.346,41.7142,39.7651,41.7142,1557070.9803175,PKN,2020-09-17,0
364,41.7229,41.7229,40.2335,40.2335,1982855.3193515,PKN,2020-09-18,0
366,40.2423,40.6351,38.687,38.8873,1173704.4989063,PKN,2020-09-21,0
368,38.9295,39.1386,37.4656,37.9673,1501156.0660746,PKN,2020-09-22,0
370,37.6747,38.687,37.6501,37.7748,1039538.5211553,PKN,2020-09-23,0
372,37.6334,37.7001,36.6712,36.8549,1182104.3112936,PKN,2020-09-24,0
374,36.8804,37.5825,36.8381,37.1563,1009433.0290954,PKN,2020-09-25,0
376,37.6334,39.0297,37.2064,38.8873,1115798.0290913,PKN,2020-09-28,0
378,39.0209,39.1386,37.6501,37.767,1022656.9580943,PKN,2020-09-29,0
380,37.7582,38.5525,37.4989,38.3443,1077054.8760071,PKN,2020-09-30,0
382,38.7371,38.846,37.5156,37.5156,905810.68563021,PKN,2020-10-01,0
384,37.332,37.3487,36.5456,36.7468,1423600.3399692,PKN,2020-10-02,0
386,37.4656,39.0042,37.4656,38.4691,1170090.1100508,PKN,2020-10-05,0
388,39.2888,39.4726,38.6782,39.1298,966293.65933969,PKN,2020-10-06,0
390,39.1052,39.1967,38.5947,39.1052,811817.22884833,PKN,2020-10-07,0
392,39.2388,39.2634,38.4444,39.0209,991658.11110624,PKN,2020-10-08,0
394,38.8038,38.8038,37.5745,38.3275,1498117.5212875,PKN,2020-10-09,0
396,38.4523,38.6202,37.2819,37.3821,1372847.5377692,PKN,2020-10-12,0
398,37.3987,37.6334,36.0939,36.7468,1698782.1086075,PKN,2020-10-13,0
400,36.7969,36.847,35.8101,36.2116,2128100.0362422,PKN,2020-10-14,0
402,35.7934,35.919,34.0869,34.1203,1881957.423909,PKN,2020-10-15,0
404,34.137,35.5007,33.4683,35.2082,1451510.5687728,PKN,2020-10-16,0
406,35.9023,36.2951,35.3585,35.6598,1511009.1450138,PKN,2020-10-19,0
408,35.6255,36.0271,34.6555,35.5007,1037610.6953615,PKN,2020-10-20,0
